vehicle_id,accident_id,vehicle_type,driver_age,is_speeding,is_drunk
878,439,Bike,64,No,No
879,440,Auto,37,No,No
880,440,Car,70,No,Yes
881,441,Truck,40,Yes,Yes
882,441,Truck,51,Yes,No
883,442,Bus,32,Yes,Yes
884,442,Auto,59,Yes,Yes
885,443,Car,67,No,No
886,443,Auto,70,No,Yes
887,444,Auto,39,No,No
888,444,SUV,41,No,Yes
889,445,Truck,51,No,Yes
890,445,Truck,67,Yes,Yes
891,446,Bus,45,No,Yes
892,446,Car,64,No,Yes
893,447,Truck,28,No,Yes
894,447,Bike,21,No,Yes
895,448,Car,40,Yes,Yes
896,448,Bike,27,No,Yes
897,449,SUV,36,No,Yes
898,449,Bus,18,No,No
899,450,Car,66,No,No
900,450,Bike,23,No,Yes
901,451,Truck,50,No,No
902,451,Auto,28,No,Yes
903,452,SUV,30,Yes,No
904,452,Auto,30,Yes,No
905,453,SUV,59,No,No
906,453,Auto,23,No,No
907,454,SUV,35,No,Yes
908,454,Auto,59,No,Yes
909,455,Auto,37,No,No
910,455,Truck,26,Yes,Yes
911,456,SUV,37,No,Yes
912,456,Car,52,No,Yes
913,457,Auto,61,Yes,Yes
914,457,Bus,28,No,No
915,458,Bus,56,No,No
916,458,Car,67,Yes,Yes
917,459,Truck,54,Yes,Yes
918,459,SUV,64,Yes,No
919,460,Car,45,Yes,No
920,460,SUV,48,No,Yes
921,461,Truck,48,No,Yes
922,461,Truck,40,Yes,No
923,462,Auto,49,Yes,No
924,462,Truck,59,Yes,No
925,463,SUV,20,Yes,Yes
926,463,Bus,63,Yes,No
927,464,Auto,70,No,Yes
928,464,Truck,41,No,Yes
929,465,Bike,27,No,No
930,465,SUV,67,No,No
931,466,Bike,63,No,Yes
932,466,Truck,57,No,Yes
933,467,Car,31,Yes,Yes
934,467,Auto,65,No,No
935,468,Truck,26,No,Yes
936,468,Auto,63,No,Yes
937,469,Car,69,Yes,No
938,469,Bike,29,Yes,Yes
939,470,Bike,28,No,No
940,470,Auto,24,No,No
941,471,Bus,47,Yes,Yes
942,471,Auto,32,No,Yes
943,472,Truck,50,Yes,Yes
944,472,Bike,62,Yes,Yes
945,473,Auto,37,Yes,Yes
946,473,Car,25,Yes,Yes
947,474,SUV,58,No,No
948,474,Bus,38,No,No
949,475,Car,41,No,Yes
950,475,Car,41,No,Yes
951,476,Auto,33,No,No
952,476,SUV,24,No,Yes
953,477,SUV,42,No,Yes
954,477,Truck,54,Yes,No
955,478,Car,22,Yes,Yes
956,478,Auto,60,No,No
957,479,SUV,61,Yes,Yes
958,479,Bike,68,Yes,Yes
959,480,Auto,53,No,Yes
960,480,Car,50,No,No
961,481,Car,55,No,No
962,481,Bus,70,No,No
963,482,Bike,37,No,No
964,482,Car,56,Yes,No
965,483,Bike,33,Yes,Yes
966,483,Truck,43,Yes,No
967,484,Auto,67,Yes,No
968,484,Bus,63,Yes,No
969,485,Auto,28,No,No
970,485,Auto,50,Yes,Yes
971,486,Auto,62,No,Yes
972,486,Auto,55,No,Yes
973,487,Car,45,Yes,No
974,487,Auto,29,Yes,Yes
975,488,Car,68,No,No
976,488,Bike,31,No,No
977,489,Auto,19,No,No
978,489,Truck,36,Yes,Yes
979,490,Bus,27,Yes,No
980,490,Bus,36,Yes,No
981,491,Truck,45,No,Yes
982,491,Bus,18,Yes,No
983,492,SUV,50,Yes,Yes
984,492,SUV,65,No,No
985,493,Car,63,No,No
986,493,Bus,57,No,No
987,494,Car,31,Yes,No
988,494,Car,46,No,No
989,495,Auto,25,No,No
990,495,Bus,47,No,No
991,496,Truck,28,Yes,Yes
992,496,Bike,34,No,No
993,497,Auto,69,Yes,Yes
994,497,Car,55,No,No
995,498,Bike,60,Yes,Yes
996,498,Bike,69,No,No
997,499,Bus,68,Yes,Yes
998,499,Car,61,Yes,Yes
999,500,Bike,24,Yes,Yes
1000,500,Bike,62,Yes,Yes
